image,area_um2,perimeter_um,bbox_aspect_ratio,ellipse_major_um,ellipse_minor_um,ellipse_angle_deg,contraction_ratio,num_endpoints,num_branchpoints,length_um,straight_length_um,tortuosity,width_base_um,width_tip_um,width_max_um,curvature_mean_rad,curvature_max_rad,curvature_sum_rad,skeleton_length_um,skeleton_ratio,upper_curv_mean_rad,upper_curv_max_rad,upper_curv_sum_rad,lower_curv_mean_rad,lower_curv_max_rad,lower_curv_sum_rad,species
250528_CA_024,5131.583872,566.6035651,0.241650295,197.3334291,54.52707668,179.9832458,0.372169835,66.0,323.0,22.29518691,18.51799586,1.203974074,16.19088,19.9488936,20.49364474,0.651305796,1.570796327,26.70353764,268.2901958,12.03354773,0.881454054,1.570796327,245.044227,0.893073718,1.570796327,221.4822821,C. annuum var. grossum
250528_CA_025,3423.860286,350.6745409,0.74351585,126.9000429,45.38702422,40.38074875,0.257775822,58.0,218.0,53.05329136,47.64862407,1.113427562,30.20209435,9.304795876,33.43435589,0.471238905,1.570796327,58.90486318,169.2702318,3.190569848,0.818260011,1.570796327,195.5641427,0.811931885,1.570796327,120.165919,C. annuum var. grossum
250528_CA_026,1768.335952,241.7663462,0.538975501,87.72850574,32.8957461,159.2049866,0.219926144,84.0,248.0,32.96959459,31.11987205,1.059438629,5.997204287,16.62737725,17.2594849,0.380616044,1.570796327,49.48008568,118.3922184,3.590951599,0.809941856,1.570796327,181.4269757,0.797622259,1.570796327,204.9889206,C. annuum var. grossum
250528_CA_027,1456.219894,218.4012813,0.358178054,83.67570429,25.61326917,5.74550581,0.122961533,74.0,233.0,8.715556974,7.128495652,1.22263622,8.141181233,10.5308724,10.66415945,0.608683579,1.570796327,24.34734317,93.91904801,10.77602364,0.815477242,1.570796327,191.6371519,0.820304748,1.570796327,147.6548547,C. annuum var. grossum
250528_CA_028,3601.222402,4.437944318,1.061503417,2.211653077,0.681216716,128.7779083,-3969.333333,64.0,322.0,70.89323075,67.49665767,1.050322093,16.6376668,26.88895252,28.22521402,0.317414815,1.570796327,61.26105925,186.9518539,2.637090339,0.860055783,1.570796327,226.1946711,0.796780745,1.570796327,219.9114858,C. annuum var. grossum
250528_CA_029,3628.576536,414.0444386,0.45,135.2492111,60.9534737,162.9225616,0.389675237,89.0,263.0,53.0318732,50.43513079,1.051486779,8.334683838,17.86994281,18.24211253,0.302076229,0.785398163,35.34291876,199.6316964,3.764371959,0.836949394,1.570796327,216.7698931,0.869308224,1.570796327,203.4181243,C. annuum var. grossum
250528_CA_030,3632.9852,410.5935903,0.305660377,145.3755395,48.71402898,179.5623779,0.341458801,74.0,348.0,21.6104157,20.0539961,1.077611444,11.14567728,15.14080731,15.66219127,0.385809633,1.570796327,21.99114908,202.7291103,9.381083325,0.834332628,1.570796327,267.8207737,0.839453907,1.570796327,207.3451151,C. annuum var. grossum
250529_LC_001_L,726.4531397186564,159.85487009834938,0.4315068493150685,93.31897855819864,19.876417864872906,167.47325134277344,0.1701102566478273,54.0,186.0,4.479132026194664,4.233686075627537,1.0579745276769832,12.750375161149252,12.915221421475804,13.835931775693204,0.214199499108395,0.7853981633974484,4.712388980384691,83.36962705684721,18.612897893897436,0.8094901315998241,1.5707963267948966,131.94689145077132,0.8966629032120869,1.5707963267948966,107.59954838545042,L. chinense Mill.
250529_LC_002_L,905.5005379442892,191.00885791576204,0.5941499085923218,87.35822638364729,17.90758660655599,152.67189025878906,0.1598546411352751,118.0,345.0,13.932798850131736,13.06087723022902,1.0667582739300754,11.648452816564433,13.323030782848202,13.509983179816455,0.5451587308839788,0.7853981633974484,46.3384921251382,91.78658778229776,6.587806855578764,0.823022027512296,1.5707963267948966,274.8893571891069,0.8158185147966451,1.5707963267948966,231.6924582022472,L. chinense Mill.
250529_LC_003_L,523.2300109863262,114.8481510505078,0.6476190476190476,47.00763070583335,20.34837120771404,151.50828552246094,0.0649738610903659,57.0,128.0,10.48647410992125,9.612281223382016,1.090945413083915,4.4031998578991125,9.074172530855437,9.290237814187986,0.5683802498271007,1.5707963267948966,43.19689898685965,56.30859374999989,5.369640277538696,0.8318714275038062,2.356194490192345,140.58627124814325,0.8662479743354207,1.5707963267948966,58.904862254808606,L. chinense Mill.
250529_LC_004_1_L,593.9584597945234,160.65919011089164,0.3963636363636363,72.64612782746566,17.151142237708,173.54840087890625,0.2293650425008129,64.0,148.0,5.3057284385414,5.112145247427929,1.0378673104428846,9.271240234375016,3.3283183292951493,9.460449218750016,0.2855993436391216,0.7853981633974484,6.2831855600606765,79.46777343750014,14.977731023743589,0.8666462492661499,1.5707963267948966,125.66370614359172,0.8804726779139813,1.5707963267948966,167.28980880365646,L. chinense Mill.
250529_LC_004_2_L,1201.4932027677148,1.9829414153856668,0.4266055045871559,1.0412723964272494,0.3430550392942267,59.08929443359375,-5598.0,67.0,310.0,8.153329726119201,6.953735157525474,1.1725108220860987,10.249440428798968,11.00473453538355,11.18046159255622,0.8302780602550247,1.5707963267948966,29.059732108925864,128.97756538472268,15.81900520612369,0.8390197247539007,2.356194490192345,208.91591146372127,0.8520167576141963,1.5707963267948966,190.85175370558,L. chinense Mill.
250529_LC_005_1_L,1050.9650086227446,1.0336310442684329,0.3973799126637554,,,,-15738.0,65.0,291.0,35.734652396745034,32.73986617781783,1.0914721582141425,8.64471331039717,13.45239284667752,13.803576568411264,0.3272492349830859,1.5707963267948966,58.90486229695547,117.85561472136446,3.298076427688984,0.8467573949128738,1.5707963267948966,162.57741982327178,0.8962779041123823,1.5707963267948966,228.55086554865747,L. chinense Mill.
250529_LC_005_2_L,935.0326234494158,213.92774088239787,0.7974025974025974,82.26961090284256,23.77366923234048,147.61814880371094,0.3381073709494573,85.0,215.0,11.951365174278813,10.71438137985368,1.1154507899775752,5.567661856903763,7.797709782333953,7.970211764468885,0.4392904999573375,1.5707963267948966,25.918139497482915,102.39545036764731,8.567678158476673,0.8929051363339813,1.5707963267948966,234.83405085583703,0.8309284917103439,1.5707963267948966,172.0021977840412,L. chinense Mill.
